"","duration","gross","genres","movie_title","num_voted_users","plot_keywords","movie_imdb_link","language","country","budget","title_year","imdb_score"
"554",148,39251128,"Drama|History|Romance","Anna and the King ",31080,"1860s|children|king|schoolteacher|siam","http://www.imdb.com/title/tt0166485/?ref_=fn_tt_tt_1","English","USA",7.5e+07,1999,6.7
"555",110,83503161,"Action|Drama|Fantasy|Romance","Immortals ",138190,"burned alive|castration|olympus|torture|torture device","http://www.imdb.com/title/tt1253864/?ref_=fn_tt_tt_1","English","USA",7.5e+07,2011,6.1
"556",113,34636443,"Action|Crime|Drama|Mystery|Thriller","Hostage ",93790,"california|hostage|hostage negotiator|organized crime|police","http://www.imdb.com/title/tt0340163/?ref_=fn_tt_tt_1","English","USA",5.2e+07,2005,6.6
"557",94,22751979,"Action|Adventure|Animation|Family|Sci-Fi","Titan A.E. ",52244,"alien|captain|escape|pilot|scientist","http://www.imdb.com/title/tt0120913/?ref_=fn_tt_tt_1","English","USA",7.5e+07,2000,6.6
"558",116,30013346,"Action|Comedy|Crime|Thriller","Hollywood Homicide ",31293,"audition|kissing while having sex|machismo|murder|sex","http://www.imdb.com/title/tt0329717/?ref_=fn_tt_tt_1","English","USA",7.5e+07,2003,5.3
"559",99,14567883,"Action|Drama|Sci-Fi","Soldier ",44248,"crash survivor|planet|sergeant|soldier|survivor","http://www.imdb.com/title/tt0120157/?ref_=fn_tt_tt_1","English","UK",7.5e+07,1998,6
"561",93,5409517,"Animation|Comedy|Fantasy","Monkeybone ",14280,"carnival|coma|death|monkey|nightmare","http://www.imdb.com/title/tt0166276/?ref_=fn_tt_tt_1","English","USA",7.5e+07,2001,4.7
"562",113,21009180,"Action|Adventure|Drama|Thriller","Flight of the Phoenix ",45815,"captain|desert|rescue|stranded|survivor","http://www.imdb.com/title/tt0377062/?ref_=fn_tt_tt_1","English","USA",4.5e+07,2004,6.1
"563",106,94999143,"Drama|Mystery|Sci-Fi|Thriller","Unbreakable ",245152,"child with gun|comic book|invulnerability|superhero|train crash","http://www.imdb.com/title/tt0217869/?ref_=fn_tt_tt_1","English","USA",7.5e+07,2000,7.2
"564",91,336029560,"Action|Animation|Comedy|Family|Sci-Fi","Minions ",142403,"antarctica|minion|queen|super villain|villain","http://www.imdb.com/title/tt2293640/?ref_=fn_tt_tt_1","English","USA",7.4e+07,2015,6.4
"565",128,36381716,"Action|Fantasy","Sucker Punch ",197584,"alternate reality|escape|girl gang|prostitution|samurai","http://www.imdb.com/title/tt0978764/?ref_=fn_tt_tt_1","English","USA",8.2e+07,2011,6.1
"566",98,55585389,"Crime|Mystery|Thriller","Snake Eyes ",64121,"assassination|boxing|casino|conspiracy|long take","http://www.imdb.com/title/tt0120832/?ref_=fn_tt_tt_1","English","USA",6.9e+07,1998,5.9
"567",134,36976367,"Drama|Mystery|Sci-Fi|Thriller","Sphere ",81611,"manifestation|ocean|spacecraft|spaceship|sphere","http://www.imdb.com/title/tt0120184/?ref_=fn_tt_tt_1","English","USA",7.5e+07,1998,6
"568",97,107225164,"Action|Animation|Comedy|Family","The Angry Birds Movie ",27130,"butt|downward duck|fish|kingfisher|pig","http://www.imdb.com/title/tt1985949/?ref_=fn_tt_tt_1","English","USA",7.3e+07,2016,6.3
"569",112,70224196,"Action|Adventure|Comedy|Romance|Thriller","Fool's Gold ",59352,"debt|rapper|treasure|treasure hunter|yacht","http://www.imdb.com/title/tt0770752/?ref_=fn_tt_tt_1","English","USA",7e+07,2008,5.6
"570",153,51814190,"Comedy|Drama","Funny People ",100837,"breasts|comedian|craigslist|infidelity|stand up comedian","http://www.imdb.com/title/tt1201167/?ref_=fn_tt_tt_1","English","USA",7.5e+07,2009,6.4
"571",110,47456450,"Action|Drama|Thriller","The Kingdom ",101386,"al qaeda|bomb making|fbi|saudi arabia|stabbed in the crotch","http://www.imdb.com/title/tt0431197/?ref_=fn_tt_tt_1","English","USA",7e+07,2007,7.1
"572",122,148213377,"Action|Comedy|Sport","Talladega Nights: The Ballad of Ricky Bobby ",130776,"car racing|french|friend|nascar|racing","http://www.imdb.com/title/tt0415306/?ref_=fn_tt_tt_1","English","USA",7.3e+07,2006,6.6
"573",87,112950721,"Comedy|Family|Fantasy","Dr. Dolittle 2 ",33884,"bear|doctor|false accusation|man with glasses|second part","http://www.imdb.com/title/tt0240462/?ref_=fn_tt_tt_1","English","USA",7.2e+07,2001,4.6
"574",178,75600000,"Biography|Drama|History|War","Braveheart ",736638,"14th century|legend|revolt|scotland|tyranny","http://www.imdb.com/title/tt0112573/?ref_=fn_tt_tt_1","English","USA",7.2e+07,1995,8.4
"575",125,62647540,"Action|Drama|War","Jarhead ",143525,"american abroad|gulf war|u.s. military|u.s. soldier|usmc","http://www.imdb.com/title/tt0418763/?ref_=fn_tt_tt_1","English","Germany",7e+07,2005,7.1
"576",87,183132370,"Adventure|Animation|Comedy","The Simpsons Movie ",259083,"alaska|dome|lake|pig|the simpsons","http://www.imdb.com/title/tt0462538/?ref_=fn_tt_tt_1","English","USA",7.5e+07,2007,7.4
"577",152,27796042,"Drama|Romance","The Majestic ",45031,"amnesia|california|communist|small town|writer","http://www.imdb.com/title/tt0268995/?ref_=fn_tt_tt_1","English","USA",7.2e+07,2001,6.9
"578",116,32616869,"Action|Drama|Sport","Driven ",34435,"car race|german|race car|race car driver|rookie","http://www.imdb.com/title/tt0132245/?ref_=fn_tt_tt_1","English","USA",7.2e+07,2001,4.5
"579",109,18947630,"Adventure|Drama|Family","Two Brothers ",11798,"circus|death of protagonist|jungle|killing an animal|tiger","http://www.imdb.com/title/tt0338512/?ref_=fn_tt_tt_1","English","France",59660000,2004,7.1
"580",108,114195633,"Drama|Mystery|Romance|Thriller","The Village ",193770,"creature|pact|plot twist|village|woods","http://www.imdb.com/title/tt0368447/?ref_=fn_tt_tt_1","English","USA",6e+07,2004,6.5
"581",85,144156464,"Comedy|Family|Fantasy","Doctor Dolittle ",74343,"box office hit|doctor|dog|first part|tiger","http://www.imdb.com/title/tt0118998/?ref_=fn_tt_tt_1","English","USA",71500000,1998,5.3
"582",106,227965690,"Drama|Sci-Fi|Thriller","Signs ",271592,"crop circle|faith|farm|glass of water|loss of faith","http://www.imdb.com/title/tt0286106/?ref_=fn_tt_tt_1","English","USA",7.2e+07,2002,6.7
"583",93,436471036,"Adventure|Animation|Comedy|Family|Fantasy|Romance","Shrek 2 ",314630,"drag queen|physical appearance|princess|queen|sequel","http://www.imdb.com/title/tt0298148/?ref_=fn_tt_tt_1","English","USA",1.5e+08,2004,7.2
"584",117,244052771,"Adventure|Animation|Comedy|Family|Sport","Cars ",263853,"car|desert|route 66|tow truck|truck","http://www.imdb.com/title/tt0317219/?ref_=fn_tt_tt_1","English","USA",1.2e+08,2006,7.2
"585",116,152149590,"Comedy|Romance","Runaway Bride ",74274,"bride|columnist|journalist|maryland|wedding","http://www.imdb.com/title/tt0163187/?ref_=fn_tt_tt_1","English","USA",7e+07,1999,5.5
"586",132,141204016,"Action|Adventure|Thriller","xXx ",142569,"agent|nsa|nsa agent|prague|russian","http://www.imdb.com/title/tt0295701/?ref_=fn_tt_tt_1","English","USA",7e+07,2002,5.8
"587",92,162495848,"Adventure|Animation|Comedy|Family|Fantasy","The SpongeBob Movie: Sponge Out of Water ",34359,"book|magic|pirate|plankton|time machine","http://www.imdb.com/title/tt2279373/?ref_=fn_tt_tt_1","English","USA",7.4e+07,2015,6
"588",139,136448821,"Crime|Thriller","Ransom ",98989,"bounty|fbi|millionaire|money|ransom","http://www.imdb.com/title/tt0117438/?ref_=fn_tt_tt_1","English","USA",8e+07,1996,6.6
"589",153,120523073,"Adventure|Drama|War","Inglourious Basterds ",885175,"france|german|nazis|revenge|scalping","http://www.imdb.com/title/tt0361748/?ref_=fn_tt_tt_1","English","USA",7.5e+07,2009,8.3
"590",142,119654900,"Adventure|Comedy|Family|Fantasy","Hook ",182802,"1990s|caught in a net|children|duel|hero","http://www.imdb.com/title/tt0102057/?ref_=fn_tt_tt_1","English","USA",7e+07,1991,6.7
"591",101,72660029,"Action|Adventure","Hercules ",115687,"army|greek mythology|hercules|king|mercenary","http://www.imdb.com/title/tt1267297/?ref_=fn_tt_tt_1","English","USA",1e+08,2014,6
"592",124,117541000,"Action|Thriller","Die Hard 2 ",269858,"airport|fuel|plane|police|terrorist","http://www.imdb.com/title/tt0099423/?ref_=fn_tt_tt_1","English","USA",7e+07,1990,7.1
"593",117,116643346,"Action|Adventure|Crime|Thriller","S.W.A.T. ",119807,"hostage|police|prison|swat team|training","http://www.imdb.com/title/tt0257076/?ref_=fn_tt_tt_1","English","USA",8e+07,2003,6
"595",141,100614858,"Fantasy|Mystery|Romance|Sci-Fi|Thriller","Vanilla Sky ",206776,"death|dream|love|lynchian|reality","http://www.imdb.com/title/tt0259711/?ref_=fn_tt_tt_1","English","USA",6.8e+07,2001,6.9
"596",110,42272747,"Drama|Fantasy|Mystery|Thriller","Lady in the Water ",78635,"apartment|bedtime story|eagle|stuttering|swimming pool","http://www.imdb.com/title/tt0452637/?ref_=fn_tt_tt_1","English","USA",7e+07,2006,5.6
"597",109,80281096,"Action|Horror|Sci-Fi|Thriller","AVP: Alien vs. Predator ",143628,"alien|antarctica|predator|pyramid|satellite","http://www.imdb.com/title/tt0370263/?ref_=fn_tt_tt_1","English","USA",6e+07,2004,5.6
"598",88,219613391,"Animation|Comedy|Family|Fantasy|Music","Alvin and the Chipmunks: The Squeakquel ",31649,"adidas|chipmunk|hospital|school|waste container","http://www.imdb.com/title/tt1231580/?ref_=fn_tt_tt_1","English","USA",7.5e+07,2009,4.5
"599",124,78120196,"Action|Drama|History|War","We Were Soldiers ",103241,"air cavalry|battle|major|soldier|vietnamese","http://www.imdb.com/title/tt0277434/?ref_=fn_tt_tt_1","English","USA",7.5e+07,2002,7.1
"600",119,98895417,"Action|Thriller","Olympus Has Fallen ",203154,"political thriller|politics|president|speaker of the house|u.s. president","http://www.imdb.com/title/tt2302755/?ref_=fn_tt_tt_1","English","USA",7e+07,2013,6.5
"601",103,70117571,"Action|Adventure|Sci-Fi|Thriller","Star Trek: Insurrection ",56741,"alien|captain|commander|conspiracy|planet","http://www.imdb.com/title/tt0120844/?ref_=fn_tt_tt_1","English","USA",5.8e+07,1998,6.4
"602",116,83552429,"Action|Sci-Fi","Battle Los Angeles ",154955,"alien|extraterrestrial|invasion|marine|mission","http://www.imdb.com/title/tt1217613/?ref_=fn_tt_tt_1","English","USA",7e+07,2011,5.8
"603",125,66257002,"Adventure|Drama|Fantasy","Big Fish ",350698,"dog saved from a fire|flashback|growing up|multiple narrators|traveling salesman","http://www.imdb.com/title/tt0319061/?ref_=fn_tt_tt_1","English","USA",7e+07,2003,8
"604",125,65012000,"Drama|Horror|Romance|Thriller","Wolf ",43559,"blood|publisher|publishing house|werewolf|wolf","http://www.imdb.com/title/tt0111742/?ref_=fn_tt_tt_1","English","USA",7e+07,1994,6.2
"605",146,79883359,"Drama|War","War Horse ",116159,"barbed wire|british|cavalry|horse|world war one","http://www.imdb.com/title/tt1568911/?ref_=fn_tt_tt_1","English","USA",6.6e+07,2011,7.2
"606",118,78031620,"Drama|War","The Monuments Men ",102248,"art|art expert|nazi stolen art|soldier|world war two","http://www.imdb.com/title/tt2177771/?ref_=fn_tt_tt_1","English","USA",7e+07,2014,6.1
"607",171,54222000,"Adventure|Drama|Sci-Fi|Thriller","The Abyss ",131217,"alien|estranged couple|ocean|submarine|underwater","http://www.imdb.com/title/tt0096754/?ref_=fn_tt_tt_1","English","USA",69500000,1989,7.6
"608",136,52474616,"Drama","Wall Street: Money Never Sleeps ",84118,"corporate greed|crisis|economy|greed|mentor","http://www.imdb.com/title/tt1027718/?ref_=fn_tt_tt_1","English","USA",7e+07,2010,6.3
"609",92,55942830,"Action|Drama|Fantasy|Horror|War","Dracula Untold ",138582,"death of wife|dracula|tarantula|turk|vampire","http://www.imdb.com/title/tt0829150/?ref_=fn_tt_tt_1","English","USA",7e+07,2014,6.3
"610",116,40932372,"Action|Thriller","The Siege ",58023,"abduction|martial law|military|new york city|terrorist","http://www.imdb.com/title/tt0133952/?ref_=fn_tt_tt_1","English","USA",7e+07,1998,6.3
"611",127,38345403,"Adventure|Family|Fantasy|Romance","Stardust ",212085,"king|magic|one word title|pirate|village","http://www.imdb.com/title/tt0486655/?ref_=fn_tt_tt_1","English","UK",7e+07,2007,7.7
"612",136,37901509,"Adventure|Biography|Drama|History|War","Seven Years in Tibet ",96385,"austria|dalai lama|himalaya|mountain|tibet","http://www.imdb.com/title/tt0120102/?ref_=fn_tt_tt_1","English","USA",7e+07,1997,7
"613",111,48430355,"Comedy|Drama","The Dilemma ",43709,"best friend|friend|investigation|secret|two word title","http://www.imdb.com/title/tt1578275/?ref_=fn_tt_tt_1","English","USA",7e+07,2011,5.3
"614",116,30157016,"Action|Adventure|Comedy|Thriller","Bad Company ",39659,"cia|cia agent|terrorist|twin|twin brother","http://www.imdb.com/title/tt0280486/?ref_=fn_tt_tt_1","English","USA",7e+07,2002,5.6
"615",113,28031250,"Action|Adventure|Horror|Sci-Fi","Doom ",88146,"commando unit|extra chromosome|first person shooter|special forces|teleportation","http://www.imdb.com/title/tt0419706/?ref_=fn_tt_tt_1","English","UK",6e+07,2005,5.2
"616",97,33105600,"Action|Adventure|Comedy|Thriller","I Spy ",41663,"boxer|espionage|spy|stealth|top secret","http://www.imdb.com/title/tt0297181/?ref_=fn_tt_tt_1","English","USA",7e+07,2002,5.4
"617",88,62321039,"Action|Fantasy|Horror","Underworld: Awakening ",117096,"battle|cryogenics|detective|scientist|vampire","http://www.imdb.com/title/tt1496025/?ref_=fn_tt_tt_1","English","USA",7e+07,2012,6.4
"618",136,38509342,"Comedy|Drama|Musical|Romance","Rock of Ages ",61995,"concert|love|music industry|panties|pole dancer","http://www.imdb.com/title/tt1336608/?ref_=fn_tt_tt_1","English","USA",7.5e+07,2012,5.9
"619",125,19076815,"Drama|War","Hart's War ",43651,"colonel|honor|lieutenant|pilot|racism","http://www.imdb.com/title/tt0251114/?ref_=fn_tt_tt_1","English","USA",6e+07,2002,6.3
"620",116,25093607,"Action|Crime|Thriller","Killer Elite ",105556,"australia|death|mentor|revenge|secret society","http://www.imdb.com/title/tt1448755/?ref_=fn_tt_tt_1","English","UK",3.5e+07,2011,6.5
"621",98,18990542,"Action|Sci-Fi|Sport","Rollerball ",22264,"ball|blood|skating|song|year 2005","http://www.imdb.com/title/tt0246894/?ref_=fn_tt_tt_1","English","USA",7e+07,2002,3
"622",91,14294842,"Action|Crime|Sci-Fi|Thriller","Ballistic: Ecks vs. Sever ",16761,"blood splatter|camera shot from inside human body|combat|die hard scenario|fbi","http://www.imdb.com/title/tt0308208/?ref_=fn_tt_tt_1","English","USA",7e+07,2002,3.6
"623",97,19819494,"Action|Crime|Drama|Thriller","Hard Rain ",26893,"dam|flood|money|police|sheriff","http://www.imdb.com/title/tt0120696/?ref_=fn_tt_tt_1","English","USA",7e+07,1998,5.8
"624",95,13596911,"Action|Adventure|Animation|Comedy|Crime|Family|Fantasy","Osmosis Jones ",25572,"blood|body|egg|virus|white blood cell","http://www.imdb.com/title/tt0181739/?ref_=fn_tt_tt_1","English","USA",7e+07,2001,6.2
"625",88,8460990,"Adventure|Animation|Family|Fantasy|Musical","Legends of Oz: Dorothy's Return ",5116,"jester|kansas|oz|princess|tornado","http://www.imdb.com/title/tt0884726/?ref_=fn_tt_tt_1","English","USA",7e+07,2013,5.6
"626",133,7097125,"Action|Crime|Drama|Mystery|Thriller","Blackhat ",38983,"chinese|computer|cybercrime|hacker|one word title","http://www.imdb.com/title/tt2717822/?ref_=fn_tt_tt_1","English","USA",7e+07,2015,5.4
"627",106,37760080,"Action|Adventure|Mystery|Sci-Fi|Thriller","Sky Captain and the World of Tomorrow ",72868,"captain|pilot|reporter|robot|scientist","http://www.imdb.com/title/tt0346156/?ref_=fn_tt_tt_1","English","USA",7e+07,2004,6.1
"628",116,5851188,"Crime|Mystery|Thriller","Basic Instinct 2 ",31124,"drugs|murder|psychiatrist|scotland yard|sex","http://www.imdb.com/title/tt0430912/?ref_=fn_tt_tt_1","English","UK",7e+07,2006,4.2
"629",115,25121291,"Action|Crime|Mystery|Sci-Fi|Thriller","Escape Plan ",177653,"cia agent|escape|muslim|prison|ship","http://www.imdb.com/title/tt1211956/?ref_=fn_tt_tt_1","English","USA",5e+07,2013,6.7
"630",99,18821279,"Action|Adventure|Fantasy","The Legend of Hercules ",44891,"ancient greece|forbidden love|hercules|king|slavery","http://www.imdb.com/title/tt1043726/?ref_=fn_tt_tt_1","English","USA",7e+07,2014,4.2
"631",124,118471320,"Action|Drama|Thriller","The Sum of All Fears ",86504,"analyst|cia|nuclear bomb|nuclear weapons|russia","http://www.imdb.com/title/tt0164184/?ref_=fn_tt_tt_1","English","USA",6.8e+07,2002,6.4
"632",124,300523113,"Adventure|Drama|Fantasy|Romance","The Twilight Saga: Eclipse ",184637,"friendship|graduation|revenge|vampire|werewolf","http://www.imdb.com/title/tt1325004/?ref_=fn_tt_tt_1","English","USA",6.8e+07,2010,4.9
"633",124,71069884,"Crime|Drama|Thriller","The Score ",101899,"partner|running|scepter|surveillance|thief","http://www.imdb.com/title/tt0227445/?ref_=fn_tt_tt_1","English","USA",6.8e+07,2001,6.8
"634",87,251501645,"Animation|Comedy|Family","Despicable Me ",385943,"girl|minion|moon|pyramid|white picket fence","http://www.imdb.com/title/tt1323594/?ref_=fn_tt_tt_1","English","USA",6.9e+07,2010,7.7
"635",105,35324232,"Action|Comedy|Crime|Drama|Thriller","Money Train ",32224,"bare breasts|breast|loan shark|subway|train","http://www.imdb.com/title/tt0113845/?ref_=fn_tt_tt_1","English","USA",6.8e+07,1995,5.6
"636",125,81257500,"Comedy","Ted 2 ",117739,"baby|f word|fight|lawyer|marriage","http://www.imdb.com/title/tt2637276/?ref_=fn_tt_tt_1","English","USA",6.8e+07,2015,6.4
"637",141,617840,"Adventure|Drama|History|Romance","Agora ",52496,"christian|love|philosophy|prefect|slave","http://www.imdb.com/title/tt1186830/?ref_=fn_tt_tt_1","English","Spain",7e+07,2009,7.2
"638",121,29655590,"Action|Comedy|Fantasy|Sci-Fi","Mystery Men ",53970,"bowling|rajah|sphinx|spleen|superhero","http://www.imdb.com/title/tt0132347/?ref_=fn_tt_tt_1","English","USA",6.5e+07,1999,6
"639",111,45045037,"Comedy|Romance","Hall Pass ",103230,"drugged food|female frontal nudity|male frontal nudity|male nudity|marriage","http://www.imdb.com/title/tt0480687/?ref_=fn_tt_tt_1","English","USA",3.6e+07,2011,5.9
"640",157,28965197,"Biography|Drama|Thriller","The Insider ",133526,"cbs|cbs news|research|tobacco|whistleblower","http://www.imdb.com/title/tt0140352/?ref_=fn_tt_tt_1","English","USA",6.8e+07,1999,7.9
"642",128,39380442,"Action|Drama|Thriller","Body of Lies ",174248,"cia|jordan|middle east|spy|terrorist","http://www.imdb.com/title/tt0758774/?ref_=fn_tt_tt_1","English","USA",7e+07,2008,7.1
"644",105,37516013,"Action|Fantasy|Horror","Abraham Lincoln: Vampire Hunter ",128629,"chopping down a tree|hanging upside down|shopkeeper|vampire|vampire hunter","http://www.imdb.com/title/tt1611224/?ref_=fn_tt_tt_1","English","USA",6.9e+07,2012,5.9
"645",113,87704396,"Action|Crime|Romance|Thriller","Entrapment ",88132,"art thief|insurance|mask|master thief|reference to iron maiden","http://www.imdb.com/title/tt0137494/?ref_=fn_tt_tt_1","English","USA",6.6e+07,1999,6.2
"647",121,83892374,"Drama|Mystery|Sci-Fi|Thriller","The X Files ",85720,"agent|alien|bomb|fbi|government","http://www.imdb.com/title/tt0120902/?ref_=fn_tt_tt_1","English","USA",6.6e+07,1998,7
"648",102,5932060,"Action|Adventure|Fantasy|War","The Last Legion ",29285,"5th century|boy|capri|roman legion|soldier","http://www.imdb.com/title/tt0462396/?ref_=fn_tt_tt_1","English","UK",3.5e+07,2007,5.4
"649",169,216119491,"Action|Drama|War","Saving Private Ryan ",881236,"army|invasion|killed in action|normandy|soldier","http://www.imdb.com/title/tt0120815/?ref_=fn_tt_tt_1","English","USA",7e+07,1998,8.6
"650",132,43568507,"Action|Crime|Drama|Thriller","Need for Speed ",136954,"cross country|custom car|illegal street racing|police officer crushed|street racing","http://www.imdb.com/title/tt2369135/?ref_=fn_tt_tt_1","English","USA",6.6e+07,2014,6.5
"651",127,182805123,"Comedy|Fantasy|Romance","What Women Want ",158864,"advertising|battle of the sexes|ex husband ex wife relationship|pantyhose|telepathy","http://www.imdb.com/title/tt0207201/?ref_=fn_tt_tt_1","English","USA",7e+07,2000,6.4
"652",103,176387405,"Adventure|Animation|Comedy|Family","Ice Age ",328159,"baby|ice|ice age|sleeping|sloth","http://www.imdb.com/title/tt0268380/?ref_=fn_tt_tt_1","English","USA",5.9e+07,2002,7.6
"653",136,33685268,"Drama|Horror|Sci-Fi|Thriller","Dreamcatcher ",75573,"alien|friend|maine|military|woods","http://www.imdb.com/title/tt0285531/?ref_=fn_tt_tt_1","English","USA",6.8e+07,2003,5.5
"654",150,182204440,"Biography|Drama|History|War","Lincoln ",197412,"cultural conflict|politics|president|slavery|u.s. president","http://www.imdb.com/title/tt0443272/?ref_=fn_tt_tt_1","English","USA",6.5e+07,2012,7.4
"655",136,171383253,"Action|Sci-Fi","The Matrix ",1217752,"artificial reality|computer|matrix|questioning reality|simulated reality","http://www.imdb.com/title/tt0133093/?ref_=fn_tt_tt_1","English","USA",6.3e+07,1999,8.7
"656",140,172071312,"Adventure|Drama|History","Apollo 13 ",208817,"cape kennedy|news footage|reference to christopher columbus|rocket|trapped in space","http://www.imdb.com/title/tt0112384/?ref_=fn_tt_tt_1","English","USA",6.2e+07,1995,7.6
"657",113,119412921,"Action|Sci-Fi","Total Recall ",240241,"ambiguous ending|false memory|implanted memory|memory|space colony","http://www.imdb.com/title/tt0100802/?ref_=fn_tt_tt_1","English","USA",6.5e+07,1990,7.5
"658",104,139225854,"Comedy|Family|Fantasy","The Santa Clause 2 ",34561,"christmas|magic|santa claus|son|toy","http://www.imdb.com/title/tt0304669/?ref_=fn_tt_tt_1","English","USA",6e+07,2002,5.5
"659",158,148775460,"Drama|Musical|Romance","Les Misérables ",243834,"barricade|innkeeper|parole|rebellion|student","http://www.imdb.com/title/tt1707386/?ref_=fn_tt_tt_1","English","USA",6.1e+07,2012,7.6
"660",119,115731542,"Comedy|Drama|Romance","You've Got Mail ",151812,"bookstore|competing businesses|instant messaging|new york city|shop owner","http://www.imdb.com/title/tt0128853/?ref_=fn_tt_tt_1","English","USA",6.5e+07,1998,6.5
"661",106,100468793,"Comedy","Step Brothers ",212499,"dream|friendship|karaoke|love|slacker","http://www.imdb.com/title/tt0838283/?ref_=fn_tt_tt_1","English","USA",6.5e+07,2008,6.9
"662",136,93771072,"Action|Adventure|Comedy|Romance|Thriller|Western","The Mask of Zorro ",135404,"19th century|california|revenge|training|zorro","http://www.imdb.com/title/tt0120746/?ref_=fn_tt_tt_1","English","USA",6.5e+07,1998,6.7
"663",95,100448498,"Comedy|Drama","Due Date ",272789,"actor|aspiring actor|birth|misadventure|suitcase","http://www.imdb.com/title/tt1231583/?ref_=fn_tt_tt_1","English","USA",6.5e+07,2010,6.6
"664",137,115603980,"Biography|Drama|Sport|War","Unbroken ",103589,"emaciation|male nudity|plane crash|prisoner of war|torture","http://www.imdb.com/title/tt1809398/?ref_=fn_tt_tt_1","English","USA",6.5e+07,2014,7.2
"665",130,90454043,"Action|Adventure|Thriller","Space Cowboys ",60165,"nasa|old age|satellite|space|space shuttle","http://www.imdb.com/title/tt0186566/?ref_=fn_tt_tt_1","English","USA",6.5e+07,2000,6.4
"666",124,84049211,"Action|Adventure|Thriller","Cliffhanger ",96096,"money|mountain|rocky mountains|snow|suitcase","http://www.imdb.com/title/tt0106582/?ref_=fn_tt_tt_1","English","USA",7e+07,1993,6.4
"667",108,70450000,"Action|Crime|Thriller","Broken Arrow ",77390,"captain|desert|major|park ranger|utah","http://www.imdb.com/title/tt0115759/?ref_=fn_tt_tt_1","English","USA",5e+07,1996,6
"668",104,69688384,"Comedy|Family|Fantasy","The Kid ",34473,"altering history|cartoon on tv|childhood|image consultant|one two combo","http://www.imdb.com/title/tt0219854/?ref_=fn_tt_tt_1","English","USA",6e+07,2000,6.1
"669",129,70236496,"Drama|History|Thriller","World Trade Center ",67395,"based on true story|police|rescue|rubble|trapped","http://www.imdb.com/title/tt0469641/?ref_=fn_tt_tt_1","English","USA",6.3e+07,2006,6
"670",117,63695760,"Drama","Mona Lisa Smile ",61490,"art|college|school|student|wellesley college","http://www.imdb.com/title/tt0304415/?ref_=fn_tt_tt_1","English","USA",6.5e+07,2003,6.4
"671",99,59617068,"Comedy|Romance","The Dictator ",213863,"dictator|hotel|oil|overalls|sunglasses","http://www.imdb.com/title/tt1645170/?ref_=fn_tt_tt_1","English","USA",6.5e+07,2012,6.4
"672",159,55637680,"Drama|Mystery|Thriller","Eyes Wide Shut ",227071,"doctor|orgy|party|pianist|sexual fantasy","http://www.imdb.com/title/tt0120663/?ref_=fn_tt_tt_1","English","UK",6.5e+07,1999,7.3
"673",118,85911262,"Comedy|Drama|Family|Musical","Annie ",24735,"billionaire|business tycoon|mayoral candidate|penthouse|reference to star trek","http://www.imdb.com/title/tt1823664/?ref_=fn_tt_tt_1","English","USA",6.5e+07,2014,5.2
"674",105,53846915,"Comedy|Crime|Drama|Romance","Focus ",149337,"con artist|con man|deception|rivalry|seduction","http://www.imdb.com/title/tt2381941/?ref_=fn_tt_tt_1","English","USA",50100000,2015,6.6
"675",103,54758461,"Action|Comedy|Romance","This Means War ",147641,"best friend|cia|cia agent|dating|undercover","http://www.imdb.com/title/tt1596350/?ref_=fn_tt_tt_1","English","USA",6.5e+07,2012,6.3
"676",122,52397389,"Action|Adventure|Fantasy|Horror|Sci-Fi|Thriller","Blade: Trinity ",132954,"blade|blood|dracula|vampire hunter|vampire slayer","http://www.imdb.com/title/tt0359013/?ref_=fn_tt_tt_1","English","USA",6.5e+07,2004,5.9
"678",143,38966057,"Comedy|Drama","Primary Colors ",23940,"campaigning|candidate|election|governor|president","http://www.imdb.com/title/tt0119942/?ref_=fn_tt_tt_1","English","France",6.5e+07,1998,6.7
"679",96,42345531,"Action|Horror|Sci-Fi|Thriller","Resident Evil: Retribution ",104831,"corporation|fight|rescue|umbrella|zombie","http://www.imdb.com/title/tt1855325/?ref_=fn_tt_tt_1","English","Germany",6.5e+07,2012,5.4
"680",111,36064910,"Action|Sci-Fi|Thriller","Death Race ",166610,"armored car|car|murder|prison|warden","http://www.imdb.com/title/tt0452608/?ref_=fn_tt_tt_1","English","USA",4.5e+07,2008,6.4
"681",121,33328051,"Action|Crime|Drama|Mystery|Thriller","The Long Kiss Goodnight ",60508,"amnesia|chase|foot chase|strong female character|vomiting","http://www.imdb.com/title/tt0116908/?ref_=fn_tt_tt_1","English","USA",6.5e+07,1996,6.7
"682",135,32598931,"Action|Drama|Thriller","Proof of Life ",49300,"jungle|pipeline|prisoner|ransom|south america","http://www.imdb.com/title/tt0228750/?ref_=fn_tt_tt_1","English","USA",6.5e+07,2000,6.2
"683",101,28045540,"Action|Adventure|Comedy|Family|Fantasy|Sci-Fi","Zathura: A Space Adventure ",67707,"2000s|coke|meeting future self|reference to spongebob squarepants|sony","http://www.imdb.com/title/tt0406375/?ref_=fn_tt_tt_1","English","USA",6.5e+07,2005,6.1
"684",151,37023395,"Drama","Fight Club ",1347461,"anti establishment|dark humor|fighting|multiple personality disorder|surprise ending","http://www.imdb.com/title/tt0137523/?ref_=fn_tt_tt_1","English","USA",6.3e+07,1999,8.8
